spk_1|,-1.596863,-0.547911,1.318591,-1.26617,0.057768,0.443939,0.821263,-0.509552,0.896244,0.0923,-0.196582,-0.326,0.029473,-0.547164,1.005721,1.862096,-0.770227,0.770304,-0.42849,0.012815,-0.515825,0.902103,2.354841,0.519833,-0.592771,1.622695,-1.139539,0.639638,-0.036109,0.393894,-1.282501,-0.75954,-0.818421,-0.010507,0.685066,-1.530143,0.899927,0.014814,-1.498405,1.384331,1.028154,-1.020727,2.354361,0.44004,-2.274756,-0.991022,0.082957,0.13407,0.357532,0.13745,1.52452,-0.297524,-0.643284,0.853557,-1.901484,-1.296785,0.645424,0.689111,-1.125385,-0.411773,-0.242125,0.911991,2.165137,-0.562129,2.311202,-0.217959,0.356569,0.562406,-0.482335,0.115883,0.926156,-1.221872,0.555229,1.085954,-0.540602,1.458659,0.293745,-1.905782,0.716397,1.26854,0.496011,-2.189676,1.034536,-1.103803,-0.567832,-0.522896,-1.274988,-0.772549,-2.176773,1.29702,-0.384948,1.168557,0.363728,-0.683257,-0.039131,0.410513,0.666244,0.282144,0.500429,0.310001,-0.199467,-1.015804,-0.364144,0.126136,-0.047067,-0.284299,-0.515426,1.299607,0.427778,1.442293,1.110501,-1.340153,0.405271,0.740037,0.789874,0.285003,0.872772,-0.872992,0.48684,-0.716972,0.850549,-0.367962,0.714429,1.769402,0.564338,-0.198243,1.713046,1.406422
spk_1|,0.064297,-1.065192,0.958972,-0.107393,0.148484,1.444464,-0.335909,-1.32734,-0.075908,1.032617,-1.09677,-1.573701,-2.30671,-1.176399,1.100281,2.090013,0.57887,1.832331,1.221327,-0.476632,-1.013688,0.050744,2.17995,-0.070216,0.744715,0.654646,-0.458757,-0.829522,1.345155,0.533791,-1.050107,-0.190938,0.081692,-0.321991,0.074641,-1.077353,-0.778695,0.157229,-0.018723,-0.606506,-0.337118,-0.932511,0.934121,-0.422421,-1.347358,1.059545,0.699059,-1.075023,0.313013,-1.148132,0.933519,0.281639,0.90907,0.096275,-0.270159,0.890186,0.446511,0.28685,0.262654,-0.238839,0.298109,0.233107,2.134989,1.081332,-0.579452,-0.242737,-0.792645,-0.450866,-0.297014,0.275721,-0.39827,-0.982461,-1.877153,-1.020184,1.504745,2.181056,0.949255,-0.463781,0.463404,-1.634384,0.165631,-1.848344,-0.716964,2.129966,0.610772,0.390751,0.192675,0.604895,0.773884,1.033986,2.031513,0.701367,0.11606,-0.588904,-1.130496,-0.272533,1.908303,-1.279371,0.920812,-0.283678,0.156969,-2.024726,-0.440831,0.317413,0.958936,1.022441,0.448359,1.143767,-0.439128,-1.879976,0.219227,0.305656,1.124185,0.377257,-0.445689,0.700205,0.855884,-0.822211,0.976285,0.688543,-1.753181,0.504648,0.97934,-1.563864,-0.456582,1.905605,0.502271,-0.330238
spk_1|,-1.041076,-0.453828,1.258591,-0.986939,0.751621,1.10645,0.487219,0.157589,0.566301,-0.004934,-0.779194,-0.839048,-1.326758,-0.035816,1.210237,2.913564,0.406857,2.317497,-0.040258,0.059394,-1.086374,0.709314,3.074921,0.061755,-0.301149,0.113754,-0.243937,-0.531327,-0.418787,-0.214784,-1.243737,-1.105833,-0.466773,0.068134,1.141973,-1.086486,-0.233409,0.824184,-0.452058,0.524704,1.493298,1.330377,2.059375,1.344923,-2.602086,0.144366,-0.9236,-1.309336,0.951854,0.06535,0.064448,1.013051,-1.267352,0.766848,-1.633005,-1.069959,-1.034409,0.389215,0.549887,-1.691899,-1.099866,0.392508,0.841396,-0.837247,-0.528041,-0.035904,-1.041989,-0.360967,-1.676436,-1.642618,1.646476,-0.497518,1.568312,2.118421,-0.199772,0.743766,-0.547889,-1.544327,0.05372,0.599654,0.170073,-0.579483,0.140775,-1.217767,-0.555676,0.022447,0.184882,0.367531,0.991364,0.043887,0.257019,0.724402,-1.284996,0.608124,0.916689,0.550658,1.026371,-0.5997,0.278672,1.698422,0.253594,-1.233807,-0.437813,-0.338598,0.459979,-0.130258,-0.164829,1.019111,0.657213,0.356376,-0.581709,-0.173743,0.985679,-0.242832,1.090523,1.402551,1.703624,-0.334869,-0.612094,-1.018193,1.161495,1.040921,0.523771,1.040383,0.458185,-0.197689,-1.189213,-0.074957
spk_1|,-0.673098,-0.967313,0.999065,-1.401698,0.498435,1.182925,0.590071,-1.273105,1.018535,0.840454,-0.847463,-0.441322,-2.048429,0.595476,1.594417,3.6522,-0.896805,2.515846,-0.79134,-0.233478,-0.913537,1.314021,2.425685,-0.017433,-0.154704,-0.466477,-0.919227,-0.386611,-0.674176,-1.503755,-0.77705,-0.223199,-0.618058,-0.355476,0.634967,-0.53576,-0.027006,0.528291,-1.303228,-0.00542,1.693171,0.771324,0.868818,-0.703562,-1.486348,-0.215824,-0.051286,-1.652517,0.997884,0.934064,1.291423,1.101591,-0.950552,0.243602,-0.223485,-0.551221,0.308651,0.774595,-0.101139,-0.276364,-0.369711,-0.587274,0.738747,0.365025,1.298795,-0.715694,-1.500323,-0.87728,-1.004706,-1.912647,0.568218,-0.527712,0.644062,0.691006,1.363145,0.291206,-0.469449,-0.390521,0.295565,-0.012923,0.223219,-0.608173,-1.648824,-0.086779,-0.126984,-1.382911,1.07105,0.324558,0.011741,-0.884362,-0.463524,0.401638,-1.684627,-0.586341,0.152686,1.515913,0.831561,-1.40522,0.039211,0.802991,1.819098,-1.747763,0.475309,-0.844335,-0.032482,-0.478462,1.031811,1.138634,-0.025499,-0.39834,0.877159,-0.073335,-0.108864,-1.322025,0.944471,1.144739,-0.020861,-1.835182,-0.58873,-0.753217,-0.72097,1.748084,0.71487,-0.293657,-0.207701,-0.762745,-0.722944,0.845029
spk_1|,-1.070037,-0.851298,1.837833,-0.704497,1.317996,0.00534,0.826599,-0.801697,1.050642,0.581978,-0.160644,-0.244375,-3.163428,1.092286,0.697095,0.813545,0.62126,1.935196,0.165705,-0.73496,-0.10954,1.742313,2.361312,-1.143711,-0.216567,-0.376408,-1.287636,0.29132,1.015191,-0.287745,-1.651606,-0.203568,-1.156746,-0.857096,-0.082376,-0.611317,-0.807951,-0.383286,0.36671,0.290795,0.028492,1.067152,1.338861,0.405616,-0.809258,0.869683,-0.09695,-2.041105,1.106403,1.812381,0.661839,0.947168,-0.966324,1.185674,-1.841033,-2.009151,0.822996,0.580356,1.468642,-0.274242,-0.215322,-1.156977,0.630987,-0.251843,1.022571,0.131159,-0.515423,-1.10853,-1.116539,-0.529244,1.178881,-0.9004,0.64461,1.090913,-0.094103,0.534236,-1.402281,-0.796718,-0.866935,-1.146446,1.005726,0.058289,-1.853911,-0.298173,-0.610963,-1.107522,-0.046901,1.110768,0.603122,0.183351,-0.107613,1.982808,-1.016895,-0.65007,-0.199381,-0.032604,0.722182,0.19592,-0.469773,-0.493998,1.836866,-1.172819,0.81044,0.072255,-0.179982,-1.447479,0.258264,-0.54353,0.355404,-1.305204,-0.862333,-0.32893,0.940015,-1.025085,1.376412,0.968639,-0.285262,-0.032311,-0.697379,0.760894,-0.559466,1.277545,-1.744143,1.681635,-0.434671,-0.518571,0.125436,-0.370959
spk_1|,-0.943323,0.363363,1.452516,-1.251348,-0.603189,-0.079673,1.089956,-1.687239,1.692559,0.194064,0.261954,-0.03726,-2.384149,-0.291891,0.88965,1.640075,-0.723574,1.517409,-0.200299,-0.780424,0.486248,1.452936,2.041983,0.222763,0.562194,0.003138,-2.093954,-0.054375,-0.537602,0.036605,-1.900249,-0.026198,-1.654579,-0.389762,0.549822,0.264314,-0.483753,-0.418387,0.870405,0.661597,0.363948,-0.656259,0.688716,0.531926,-0.740323,0.764907,0.424212,-1.335143,0.575135,1.103958,1.589899,1.742705,-2.422023,0.656781,-0.566861,-0.60081,0.707073,-0.247517,1.031834,-0.475928,-0.043651,-0.507883,0.278903,-0.254217,0.263538,0.177676,-0.330991,0.619483,-0.563602,0.36063,1.72208,-0.368454,-0.321548,1.719142,-0.692444,-0.098001,-0.5042,-0.810477,0.566994,-2.180686,0.861947,-1.407299,-1.446769,-0.682706,-0.065084,-1.025134,-1.310193,1.906376,-1.187307,-1.001295,-0.383387,2.632503,-2.281418,-0.44034,-0.470334,0.056567,0.735866,-0.754089,-0.256407,0.499714,0.842272,-0.532606,-0.415005,-0.939173,-0.107337,-0.608287,1.167913,0.974832,-0.211176,-1.190837,-0.046143,0.100609,1.188754,-2.120096,0.410567,0.362903,-0.558392,-0.153836,-0.314077,0.789815,0.230432,0.974112,-1.221143,0.191775,-0.734445,-0.993039,-1.650024,0.476662
spk_1|,-0.844077,0.507323,0.650096,-1.88404,1.126819,-1.873806,0.746944,-1.390097,0.42251,-1.948196,0.432831,0.261159,-0.974776,-0.997198,0.181281,0.737172,-0.904384,2.525182,-1.483236,0.793482,-0.445464,0.478444,-0.600622,-1.391734,0.483823,0.371054,0.840249,-0.708912,-0.366839,1.355502,0.557671,-0.645583,1.666326,0.245268,1.42221,0.482187,-1.211353,0.280378,0.446665,0.758503,-0.596383,0.994587,-0.080354,0.241001,-0.741213,0.119473,0.357049,-0.746539,-0.438332,1.641252,1.006386,-1.263633,-1.205753,-0.442461,-0.808021,0.262245,-0.268675,-1.147498,1.270173,-0.649016,-1.856539,0.931551,-0.862429,-0.950512,2.184972,0.268297,-0.319443,-1.134402,-0.26897,-0.227892,-2.348053,-0.443946,-0.819753,-0.322166,-2.119052,1.108975,-0.993202,0.275796,-0.653296,-1.188291,0.276401,0.476861,-0.756635,-1.547637,-0.052654,-2.343152,0.958939,-0.329315,0.988342,-0.797009,-0.800212,-0.322678,-1.005896,-0.90745,0.03081,0.66581,0.454936,-0.507872,-2.220003,-0.398609,-0.223293,-0.886769,1.342761,-1.849644,0.626203,-1.357236,1.232858,-0.143539,-1.044217,0.271605,-0.175281,-0.844101,0.711116,-1.176702,0.07278,-0.338807,0.162999,-1.021126,-0.615317,-0.751363,-1.076463,-0.420156,-1.052976,0.53753,-0.457118,1.160151,1.639023,-0.704925
spk_1|,-1.05578,-0.77507,1.597704,-0.093751,0.5209,0.778635,0.061292,-0.788621,1.197904,0.411944,-0.093679,-0.849076,-2.273654,0.748888,1.470878,2.224035,0.237648,2.235809,-0.368959,-1.579607,0.140292,1.038739,3.337007,0.008127,0.530547,-0.232783,-0.478075,-0.348679,-0.478593,1.200939,0.578245,0.423962,-2.000204,0.114117,0.48012,0.084882,0.080069,0.166775,0.041759,1.002504,0.418681,-0.698337,1.874068,0.802202,-0.208061,0.271744,0.571914,0.599023,1.296584,0.992152,1.501895,0.749085,-1.106394,0.062644,-2.45472,-1.407883,0.391404,-0.152443,0.60454,0.772203,-0.741685,-0.027344,0.656174,-0.319794,1.601783,1.752639,-0.466182,-0.023109,-0.789162,1.127469,-0.039257,-0.545621,0.424345,2.105891,-0.178233,-0.350317,-1.590289,-1.225517,-0.486002,0.824858,0.001527,0.19155,0.099382,-0.731809,0.396879,-0.899148,-0.298889,2.616856,-0.549348,-0.660385,0.349394,0.661587,-0.000855,-0.37757,0.639832,0.336877,0.139297,-0.75246,-0.973778,0.624742,0.60962,-2.465423,-0.198846,0.850988,0.593654,-2.33328,0.73098,0.304775,-0.406377,1.136555,0.477043,-0.237695,1.151566,0.156218,1.276964,-0.736057,0.057956,-0.129123,-0.456139,-0.75539,0.024253,0.165249,-1.222919,1.786568,0.586353,-1.133341,-0.431969,0.175501
spk_1|,-1.134644,-0.306589,1.575774,-1.393353,1.373127,2.123415,0.242778,-1.419494,0.833127,0.828058,0.133748,0.046835,-1.802641,-0.198804,1.469999,2.869187,-0.088994,2.925498,-0.390199,-0.903256,-0.786773,1.45907,1.215662,-0.802085,0.962018,-0.219621,-0.287964,-1.56733,0.552708,0.007628,0.262246,0.088719,-1.13213,-0.00224,1.127407,-0.421638,-1.594885,0.39826,0.06423,0.310266,-0.606809,0.728023,0.802735,1.306609,-1.288375,0.150128,0.177727,-0.540501,0.80188,1.452766,1.318788,1.409899,-0.526333,0.701483,-1.764961,-0.13072,0.041488,0.212156,-0.262927,0.239894,-0.241053,0.93566,0.984418,0.639556,-0.358727,0.978872,-0.547364,1.142623,-1.022616,-0.350387,1.573662,-0.137819,-0.300365,1.90253,-0.34255,-0.131793,-1.156863,-1.690102,-0.559377,-0.047224,0.835457,-1.408997,-1.62817,-0.002805,-0.441524,0.072866,-1.908475,1.586203,0.450944,-1.181534,1.128242,2.357039,-0.710554,0.457265,-0.216219,0.382941,-0.633061,0.004751,-0.356379,1.421927,0.595991,-1.756342,0.036582,0.230726,0.029934,-2.066741,0.310938,0.520952,-0.985718,-0.494027,0.259078,-0.706244,0.664239,-3.5e-05,0.950178,0.373236,0.4842,-1.152628,-0.450097,-1.731708,-0.811771,-0.406559,-0.332532,-0.882446,-0.213488,-0.304523,-0.592356,0.182836
spk_1|,-0.328206,-0.102016,1.293009,-0.223661,1.122725,1.052406,-1.097952,-0.685693,0.589857,0.265066,0.521801,-0.607876,-1.441249,-0.486106,0.455765,2.703066,0.925627,0.807544,-0.439675,-0.781476,-1.377386,0.18585,1.403996,-0.854603,0.201544,0.285642,0.291366,-1.622537,0.29648,-0.467534,-1.690025,0.786463,-0.132547,-0.30265,1.556033,-0.636363,-0.578716,-1.627301,-0.066532,-0.977963,0.339529,0.557225,1.344093,-0.12104,-1.039606,1.447503,0.322474,-1.642841,0.863746,0.111888,0.456437,1.253989,-0.691097,0.381924,-1.152678,-0.48382,-0.837874,0.78207,-0.705001,-1.074678,-0.806468,1.41352,1.286447,-0.479735,0.263731,-1.680146,-0.899983,-1.171438,0.099304,-0.215466,1.171725,-1.177225,0.157875,1.839908,0.300097,0.992107,-0.527803,-2.293526,0.963943,-1.062654,0.824341,-0.713169,-0.955354,-1.749426,-0.396951,-2.921836,0.48498,1.328549,-0.676772,0.31599,1.131451,1.147263,-0.366316,-0.524027,-0.619101,0.463397,0.079188,-2.07658,-0.135767,-0.727633,-1.013019,-2.308184,-0.291054,-0.291856,0.158258,-0.465514,0.152389,-0.66851,-1.108322,-1.508014,0.216972,-0.317456,2.104875,-1.35742,0.882575,1.531333,-0.252372,-0.459871,0.411801,0.339955,-0.8952,0.686643,-1.525152,0.696185,-0.293239,-0.595769,0.298125,0.138953
